,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score,Sentiment_Score
6466,Zuma,"Madam Speaker and Madam Chairperson,  Building a caring, effective and responsive state will continue to be prioritised.","Madam Speaker and Madam Chairperson,  Building a caring, effective and responsive state will continue to be prioritised.",positive,0.8174,0.8100348841398954
6467,Zuma,"In the 2014 SoNA, I said we would continue to advance and improve the lives of people with disabilities.","In the 2014 SoNA, I said we would continue to advance and improve the lives of people with disabilities.",positive,0.681,0.6725961370393634
6468,Zuma,"In December last year, Cabinet released the draft National Disability Rights Policy for public comment.","In December last year, Cabinet released the draft National Disability Rights Policy for public comment.",neutral,0.9488,0.02944447286427021
6469,Zuma,Compatriots  Local government is everybody’s business.,Compatriots  Local government is everybody’s business.,neutral,0.7546,-0.1178208589553833
6470,Zuma,We have to make it work.,We have to make it work.,positive,0.5341,0.500431302934885
6471,Zuma,"We have launched the 'Back to Basics' programme to promote good governance and effective administration through cutting wastage, spending public funds prudently, hiring competent staff, and ensure transparency and accountability in municipalities.","We have launched the 'Back to Basics' programme to promote good governance and effective administration through cutting wastage, spending public funds prudently, hiring competent staff, and ensure transparency and accountability in municipalities.",positive,0.7653,0.7557017952203751
6472,Zuma,"The Integrated Urban Development Framework announced in the SoNA last June, has been approved by Cabinet.","The Integrated Urban Development Framework announced in the SoNA last June, has been approved by Cabinet.",positive,0.4989,0.49434514669701457
6473,Zuma,"Fellow South Africans,  To contribute to building a better Africa, South Africa continued to support peace and security and regional economic integration in the continent.","Fellow South Africans,  To contribute to building a better Africa, South Africa continued to support peace and security and regional economic integration in the continent.",positive,0.8793,0.8743682890199125
6474,Zuma,A number of key outcomes have resulted.,A number of key outcomes have resulted.,neutral,0.5789,0.39261561445891857
6475,Zuma,"The African Capacity for Immediate Response to Crises (ACIRC), of which South Africa is a contributing and founding member, has been operationalised.","The African Capacity for Immediate Response to Crises (ACIRC), of which South Africa is a contributing and founding member, has been operationalised.",neutral,0.8706,0.1066645821556449
6476,Zuma,The South African National Defence Force and SAPS continued to participate diligently in the conflict prevention and peacekeeping in the continent.,The South African National Defence Force and SAPS continued to participate diligently in the conflict prevention and peacekeeping in the continent.,neutral,0.6027,0.37739482894539833
6477,Zuma,"South Africa also continued to support conflict resolution initiatives in Lesotho, Sri Lanka and South Sudan, led by the Deputy President.","South Africa also continued to support conflict resolution initiatives in Lesotho, Sri Lanka and South Sudan, led by the Deputy President.",neutral,0.5877,0.39969381410628557
6478,Zuma,"Economic cooperation with our BRICS (Brazil, Russia, India, China and South Africa) partners was strengthened when the first two intergovernmental agreements were concluded on the occasion of the sixth BRICS Summit.","Economic cooperation with our BRICS (Brazil, Russia, India, China and South Africa) partners was strengthened when the first two intergovernmental agreements were concluded on the occasion of the sixth BRICS Summit.",positive,0.7774,0.7735322115477175
6479,Zuma,This was the Agreement on the New Development Bank and the Treaty Establishing a Contingent Reserve Arrangement.,This was the Agreement on the New Development Bank and the Treaty Establishing a Contingent Reserve Arrangement.,neutral,0.9362,0.04035402089357376
6480,Zuma,"Madam Speaker and Chairperson,  Countries of the developed North remain important strategic partners for South Africa through which the country is able to advance its national and foreign policy.","Madam Speaker and Chairperson,  Countries of the developed North remain important strategic partners for South Africa through which the country is able to advance its national and foreign policy.",positive,0.6926,0.6868942040018737
6481,Zuma,"We have a valuable partnership with the European Union in amongst others, the Infrastructure Investment Programme for South Africa valued at approximately R1,5 billion.","We have a valuable partnership with the European Union in amongst others, the Infrastructure Investment Programme for South Africa valued at approximately R1,5 billion.",positive,0.8081,0.8051977918948978
6482,Zuma,The renewal of the African Growth and Opportunity Act beyond September 2015 and a pledge to support African-led peace initiatives in the continent are among the significant outcomes of the United States (US)-Africa Leaders' Summit held in the US last year.,The renewal of the African Growth and Opportunity Act beyond September 2015 and a pledge to support African-led peace initiatives in the continent are among the significant outcomes of the United States (US)-Africa Leaders' Summit held in the US last year.,positive,0.7134,0.7071359287947416
6483,Zuma,"Compatriots  At a multilateral level, 2015 marks the 70th anniversary of the UN which brings into sharp focus the need to transform the UN Security Council and other international institutions.","Compatriots  At a multilateral level, 2015 marks the 70th anniversary of the UN which brings into sharp focus the need to transform the UN Security Council and other international institutions.",neutral,0.7112,0.2711593369022012
6484,Zuma,"Compatriots,  National liberation heroes, Moses Kotane and JB Marks will be reburied in South Africa in March.","Compatriots,  National liberation heroes, Moses Kotane and JB Marks will be reburied in South Africa in March.",neutral,0.9228,0.040324894711375237
