,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score
5904,Zuma,Our country continues to be the target of rhino poachers.,Our country continues to be the target of rhino poachers.,negative,0.9124
5905,Zuma,Our law enforcement agencies are working hard to arrest this scourge.,Our law enforcement agencies are working hard to arrest this scourge.,neutral,0.486
5906,Zuma,"We have also reached agreements with China, Vietnam, Kenya, Mozambique and other SADC countries to work together to stop this crime.","We have also reached agreements with China, Vietnam, Kenya, Mozambique and other SADC countries to work together to stop this crime.",neutral,0.7395
5907,Zuma,We thank the business community and all South Africans who participate in the campaign to save the rhino.,We thank the business community and all South Africans who participate in the campaign to save the rhino.,positive,0.9083
5908,Zuma,Compatriots  The independence of the judiciary has been further enhanced by the establishment of the Office of the Chief Justice as a separate institution from the Department of Justice and Constitutional Development.,Compatriots  The independence of the judiciary has been further enhanced by the establishment of the Office of the Chief Justice as a separate institution from the Department of Justice and Constitutional Development.,positive,0.5673
5909,Zuma,We have passed several pieces of legislation to support this new role of the Office of the Chief Justice.,We have passed several pieces of legislation to support this new role of the Office of the Chief Justice.,neutral,0.5459
5910,Zuma,Progress is being made in the transformation of the judiciary to reflect the race and gender demographics of the country.,Progress is being made in the transformation of the judiciary to reflect the race and gender demographics of the country.,neutral,0.5368
5911,Zuma,The Chief Justice of the Republic continues to champion and lead this transformation.,The Chief Justice of the Republic continues to champion and lead this transformation.,positive,0.8574
5912,Zuma,"Black judges (African, Indian and Coloured) now constitute 61% of all judges.","Black judges (African, Indian and Coloured) now constitute 61% of all judges.",neutral,0.8288
5913,Zuma,"However, the acute under-representation of women on the bench remains of concern.","However, the acute under-representation of women on the bench remains of concern.",negative,0.6334
5914,Zuma,"Of the judicial establishment of 239 judges, only 76 are women.","Of the judicial establishment of 239 judges, only 76 are women.",neutral,0.773
5915,Zuma,The challenge is to transform the legal profession broadly in order to nourish the pool from which female judges can be appointed.,The challenge is to transform the legal profession broadly in order to nourish the pool from which female judges can be appointed.,neutral,0.8105
5916,Zuma,The finalisation of the Legal Practice Bill will assist to broaden the pool from which potential judicial officers could be selected.,The finalisation of the Legal Practice Bill will assist to broaden the pool from which potential judicial officers could be selected.,neutral,0.6962
5917,Zuma,"Honourable Speaker and Chairperson,  South Africans are united in wanting a corruption free society.","Honourable Speaker and Chairperson,  South Africans are united in wanting a corruption free society.",positive,0.6613
5918,Zuma,Fighting corruption within the public service is yielding results.,Fighting corruption within the public service is yielding results.,neutral,0.6862
5919,Zuma,"Since the launch of the National Anti-Corruption Hotline by the Public Service Commission, over 13 000 cases of corruption and maladministration have been referred to government departments for further handling and investigation.","Since the launch of the National Anti-Corruption Hotline by the Public Service Commission, over 13 000 cases of corruption and maladministration have been referred to government departments for further handling and investigation.",neutral,0.4933
5920,Zuma,Government has recovered more than 320-million rand from perpetrators through the National Anti-Corruption Hotline.,Government has recovered more than 320-million rand from perpetrators through the National Anti-Corruption Hotline.,neutral,0.7494
5921,Zuma,Some of the successes of the National Anti-Corruption Hotline include the following:  1 542 officials were dismissed from the Public Service.,Some of the successes of the National Anti-Corruption Hotline include the following:  1 542 officials were dismissed from the Public Service.,positive,0.6506
5922,Zuma,140   officials were fined their three month salary.,140   officials were fined their three month salary.,negative,0.6379
5923,Zuma,20 officials were demoted 355 officials were given final written warnings.,20 officials were demoted 355 officials were given final written warnings.,neutral,0.6303
5924,Zuma,204 officials were prosecuted.,204 officials were prosecuted.,neutral,0.6
5925,Zuma,"To prevent corruption in the supply chain system, government has decided to establish a central tender board to adjudicate tenders in all spheres of government.","To prevent corruption in the supply chain system, government has decided to establish a central tender board to adjudicate tenders in all spheres of government.",neutral,0.8523
5926,Zuma,This body will work with the chief procurement officer whose main function will be to check on pricing and adherence to procedures as well as fairness.,This body will work with the chief procurement officer whose main function will be to check on pricing and adherence to procedures as well as fairness.,neutral,0.8678
5927,Zuma,"The Special Investigating Unit is investigating maladministration or alleged corruption in a number of government departments and state entities, through 40 proclamations signed by the President during this administration.","The Special Investigating Unit is investigating maladministration or alleged corruption in a number of government departments and state entities, through 40 proclamations signed by the President during this administration.",neutral,0.67
